invoice_no,unit_price,order_value,quantity,country,invoice_date,invoice_time,year_month,major_category,minor_category,description
568708,1.95,23.4,12,Australia,2011-09-28,15:41:00,2011-09,Clothes,Tops,RED RETROSPOT PUDDING BOWL
556917,1.85,222,120,Australia,2011-06-15,13:37:00,2011-06,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS
556917,3.75,180,48,Australia,2011-06-15,13:37:00,2011-06,Household,Rugs,DOTCOM POSTAGE
540267,0.37,44.4,120,Australia,2011-01-06,11:12:00,2011-01,Household,Curtains,WRAP ENGLISH ROSE 
545475,0.25,108,432,Australia,2011-03-03,10:59:00,2011-03,Clothes,Tops,WOOD STAMP SET THANK YOU
553546,4.95,178.2,36,Australia,2011-05-17,15:42:00,2011-05,Kitchen,Plates,GREEN POLKADOT BOWL
540267,1.45,139.2,96,Australia,2011-01-06,11:12:00,2011-01,Kitchen,Plates,TOY TIDY SPACEBOY  
563614,2.49,179.28,72,Australia,2011-08-18,08:51:00,2011-08,Kitchen,Plates,RED RETROSPOT CHILDRENS UMBRELLA
553148,2.95,11.8,4,Hong Kong,2011-05-13,14:09:00,2011-05,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES
553148,2.95,11.8,4,Hong Kong,2011-05-13,14:09:00,2011-05,Household,Rugs,ROUND SNACK BOXES SET OF4 WOODLAND 
553148,1.95,11.7,6,Hong Kong,2011-05-13,14:09:00,2011-05,Household,Rugs,12 PENCILS TALL TUBE SKULLS
553148,5.95,17.85,3,Hong Kong,2011-05-13,14:09:00,2011-05,Garden,Rakes,RED RETROSPOT CAKE STAND
571652,0.21,7.56,36,Hong Kong,2011-10-18,12:17:00,2011-10,Household,Rugs,ICE CREAM SUNDAE LIP GLOSS
564087,4.15,99.6,24,Hong Kong,2011-08-23,09:38:00,2011-08,Kitchen,Cooking Knives,PINK PARTY BAGS
549738,3.75,45,12,Hong Kong,2011-04-12,09:28:00,2011-04,Household,Lamps,LARGE HEART MEASURING SPOONS
541975,1.65,59.4,36,Hong Kong,2011-01-24,14:24:00,2011-01,Garden,Rakes,MINI PAINT SET VINTAGE 
571652,3.75,15,4,Hong Kong,2011-10-18,12:17:00,2011-10,Household,Curtains,RED RETROSPOT OVEN GLOVE 
571652,4.95,14.85,3,Hong Kong,2011-10-18,12:17:00,2011-10,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES
564087,8.25,66,8,Hong Kong,2011-08-23,09:38:00,2011-08,Kitchen,Cooking Knives,SMALL HEART MEASURING SPOONS
571652,3.75,15,4,Hong Kong,2011-10-18,12:17:00,2011-10,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL
571652,0.42,10.08,24,Hong Kong,2011-10-18,12:17:00,2011-10,Clothes,Hats,CHILDRENS APRON SPACEBOY DESIGN
564087,4.95,39.6,8,Hong Kong,2011-08-23,09:38:00,2011-08,Clothes,Hats,CHARLOTTE BAG PINK POLKADOT
564087,1.25,20,16,Hong Kong,2011-08-23,09:38:00,2011-08,Household,Rugs,RED RETROSPOT CHARLOTTE BAG
541975,2.1,52.5,25,Hong Kong,2011-01-24,14:24:00,2011-01,Clothes,Tops,WATERING CAN GREEN DINOSAUR
541975,3.25,19.5,6,Hong Kong,2011-01-24,14:24:00,2011-01,Garden,Turf,LUNCH BAG SPACEBOY DESIGN 
553148,0.55,13.2,24,Hong Kong,2011-05-13,14:09:00,2011-05,Clothes,Shoes,MEASURING TAPE BABUSHKA BLUE
541975,2.55,244.8,96,Hong Kong,2011-01-24,14:24:00,2011-01,Clothes,Tops,POSTAGE
564087,0.85,10.2,12,Hong Kong,2011-08-23,09:38:00,2011-08,Garden,Turf,SET/2 RED RETROSPOT TEA TOWELS 
541975,10.95,43.8,4,Hong Kong,2011-01-24,14:24:00,2011-01,Clothes,Hats,MIRRORED WALL ART POPPIES
571652,1.25,30,24,Hong Kong,2011-10-18,12:17:00,2011-10,Household,Lamps,LUNCH BAG SPACEBOY DESIGN 
553148,2.1,12.6,6,Hong Kong,2011-05-13,14:09:00,2011-05,Household,Curtains,BLUE 3 PIECE POLKADOT CUTLERY SET
564087,1.65,19.8,12,Hong Kong,2011-08-23,09:38:00,2011-08,Garden,Hoses,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
573154,0.65,23.4,36,Hong Kong,2011-10-28,08:20:00,2011-10,Kitchen,Cutlery,ROUND SNACK BOXES SET OF4 WOODLAND 
564087,1.25,12.5,10,Hong Kong,2011-08-23,09:38:00,2011-08,Household,Curtains,RECYCLED ACAPULCO MAT GREEN
553148,0.55,13.2,24,Hong Kong,2011-05-13,14:09:00,2011-05,Garden,Hoses,RED RETROSPOT CUP
553148,0.85,10.2,12,Hong Kong,2011-05-13,14:09:00,2011-05,Kitchen,Scales,36 PENCILS TUBE WOODLAND
553148,3.95,31.6,8,Hong Kong,2011-05-13,14:09:00,2011-05,Garden,Rakes,PACK OF 60 MUSHROOM CAKE CASES
549738,1.95,15.6,8,Hong Kong,2011-04-12,09:28:00,2011-04,Clothes,Shoes,RETROSPOT HEART HOT WATER BOTTLE
553148,0.85,8.5,10,Hong Kong,2011-05-13,14:09:00,2011-05,Kitchen,Coasters,BLUE POLKADOT CUP
553148,0.85,8.5,10,Hong Kong,2011-05-13,14:09:00,2011-05,Clothes,Hats,RED RETROSPOT BOWL
571652,1.95,11.7,6,Hong Kong,2011-10-18,12:17:00,2011-10,Clothes,Shoes,JUMBO BAG ALPHABET
553148,1.65,16.5,10,Hong Kong,2011-05-13,14:09:00,2011-05,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES
564087,2.95,53.1,18,Hong Kong,2011-08-23,09:38:00,2011-08,Household,Lamps,BROWN CHECK CAT DOORSTOP 
557675,15,15,1,Hong Kong,2011-06-22,10:27:00,2011-06,Garden,Rakes,GLASS JAR DIGESTIVE BISCUITS
553148,3.25,19.5,6,Hong Kong,2011-05-13,14:09:00,2011-05,Household,Rugs,JUMBO BAG DOILEY PATTERNS
553148,2.55,15.3,6,Hong Kong,2011-05-13,14:09:00,2011-05,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER 
541975,1.65,66,40,Hong Kong,2011-01-24,14:24:00,2011-01,Household,Chairs,ANTIQUE SILVER TEA GLASS ENGRAVED
541975,3.75,90,24,Hong Kong,2011-01-24,14:24:00,2011-01,Clothes,Shoes,RETRO MOD TRAY
541975,4.95,19.8,4,Hong Kong,2011-01-24,14:24:00,2011-01,Clothes,Tops,JUMBO BAG DOLLY GIRL DESIGN
564087,2.55,122.4,48,Hong Kong,2011-08-23,09:38:00,2011-08,Garden,Hoses,RED RETROSPOT PUDDING BOWL
549738,1.25,12.5,10,Hong Kong,2011-04-12,09:28:00,2011-04,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS
564087,8.25,66,8,Hong Kong,2011-08-23,09:38:00,2011-08,Garden,Hoses,DOTCOM POSTAGE
553148,0.85,27.2,32,Hong Kong,2011-05-13,14:09:00,2011-05,Household,Curtains,WRAP ENGLISH ROSE 
564087,1.25,20,16,Hong Kong,2011-08-23,09:38:00,2011-08,Clothes,Tops,WOOD STAMP SET THANK YOU
553148,0.55,13.2,24,Hong Kong,2011-05-13,14:09:00,2011-05,Garden,Hoses,GREEN POLKADOT BOWL
564087,4.95,29.7,6,Hong Kong,2011-08-23,09:38:00,2011-08,Garden,Rakes,TOY TIDY SPACEBOY  
553148,0.85,27.2,32,Hong Kong,2011-05-13,14:09:00,2011-05,Kitchen,Cooking Knives,RED RETROSPOT CHILDRENS UMBRELLA
564087,1.25,20,16,Hong Kong,2011-08-23,09:38:00,2011-08,Clothes,Tops,PACK OF 60 SPACEBOY CAKE CASES
